,PV_capacity,Battery_capacity,SAS_LCOE,LOEP,annual_demand
0,3.5999999999999996,1.85,0.23442968300207626,0.0988332496235374,3816.0901713390003
0,3.5999999999999996,0.2,0.22077935692846798,0.09951839091652723,3906.2863477559995
