;GHI
2983;90
2984;371
2985;563
2986;752
2987;763
2988;636
2989;793
2990;598
2991;567
2992;315
2993;104
2994;0
2995;0
2996;0
2997;0
2998;0
2999;0
3000;0
3001;0
3002;0
3003;0
3004;0
3005;0
3006;0
3007;155
3008;393
3009;615
3010;719
3011;795
3012;842
3013;790
3014;723
3015;598
3016;379
3017;139
3018;0
3019;0
3020;0
3021;0
3022;0
3023;0
3024;0
3025;0
3026;0
3027;0
3028;0
3029;0
3030;0
3031;151
3032;389
3033;609
3034;764
3035;802
3036;672
3037;744
3038;737
3039;368
3040;291
3041;104
3042;0
3043;0
3044;0
3045;0
3046;0
3047;0
3048;0
3049;0
3050;0
3051;0
3052;0
3053;0
3054;0
3055;155
3056;373
3057;557
3058;625
3059;620
3060;595
3061;607
3062;449
3063;579
3064;366
3065;137
3066;0
3067;0
3068;0
3069;0
3070;0
3071;0
3072;0
3073;0
3074;0
3075;0
3076;0
3077;0
3078;0
3079;152
3080;390
3081;595
3082;767
3083;821
3084;863
3085;739
3086;685
3087;548
3088;277
3089;138
3090;0
3091;0
3092;0
3093;0
3094;0
3095;0
3096;0
3097;0
3098;0
3099;0
3100;0
3101;0
3102;0
3103;152
3104;389
3105;606
3106;769
3107;866
3108;840
3109;765
3110;699
3111;500
3112;312
3113;132
3114;0
3115;0
3116;0
3117;0
3118;0
3119;0
3120;0
3121;0
3122;0
3123;0
3124;0
3125;0
3126;0
3127;156
3128;387
3129;604
3130;775
3131;878
3132;823
3133;672
3134;672
3135;358
3136;354
3137;131
3138;0
3139;0
3140;0
3141;0
3142;0
3143;0
3144;0
3145;0
3146;0
3147;0
3148;0
3149;0
3150;0
3151;153
3152;381
3153;602
3154;772
3155;808
3156;740
3157;802
3158;620
3159;436
3160;305
3161;131
3162;0
3163;0
3164;0
3165;0
3166;0
3167;0
3168;0
3169;0
3170;0
3171;0
3172;0
3173;0
3174;0
3175;147
3176;379
3177;586
3178;765
3179;862
3180;822
3181;587
3182;634
3183;529
3184;321
3185;134
3186;0
3187;0
3188;0
3189;0
3190;0
3191;0
3192;0
3193;0
3194;0
3195;0
3196;0
3197;0
3198;0
3199;134
3200;351
3201;597
3202;767
3203;860
3204;721
3205;524
3206;644
3207;533
3208;353
3209;121
3210;0
3211;0
3212;0
3213;0
3214;0
3215;0
3216;0
3217;0
3218;0
3219;0
3220;0
3221;0
3222;0
3223;121
3224;353
3225;556
3226;735
3227;847
3228;906
3229;752
3230;630
3231;541
3232;367
3233;129
3234;0
3235;0
3236;0
3237;0
3238;0
3239;0
3240;0
3241;0
3242;0
3243;0
3244;0
3245;0
3246;0
3247;129
3248;380
3249;593
3250;758
3251;868
3252;868
3253;857
3254;746
3255;577
3256;355
3257;109
3258;0
3259;0
3260;0
3261;0
3262;0
3263;0
3264;0
3265;0
3266;0
3267;0
3268;0
3269;0
3270;0
3271;144
3272;272
3273;366
3274;565
3275;800
3276;880
3277;794
3278;695
3279;540
3280;329
3281;112
3282;0
3283;0
3284;0
3285;0
3286;0
3287;0
3288;0
3289;0
3290;0
3291;0
3292;0
3293;0
3294;0
3295;136
3296;356
3297;582
3298;752
3299;863
3300;902
3301;852
3302;741
3303;569
3304;356
3305;123
3306;0
3307;0
3308;0
3309;0
3310;0
3311;0
3312;0
3313;0
3314;0
3315;0
3316;0
3317;0
3318;0
3319;139
3320;371
3321;586
3322;754
3323;855
3324;870
3325;840
3326;739
3327;567
3328;355
3329;125
3330;0
3331;0
3332;0
3333;0
3334;0
3335;0
3336;0
3337;0
3338;0
3339;0
3340;0
3341;0
3342;0
3343;140
3344;371
3345;581
3346;748
3347;857
3348;892
3349;847
3350;741
3351;569
3352;353
3353;121
3354;0
3355;0
3356;0
3357;0
3358;0
3359;0
3360;0
3361;0
3362;0
3363;0
3364;0
3365;0
3366;0
3367;140
3368;371
3369;582
3370;753
3371;855
3372;894
3373;845
3374;738
3375;567
3376;352
3377;122
3378;0
3379;0
3380;0
3381;0
3382;0
3383;0
3384;0
3385;0
3386;0
3387;0
3388;0
3389;0
3390;0
3391;138
3392;368
3393;580
3394;747
3395;852
3396;891
3397;842
3398;736
3399;565
3400;349
3401;119
3402;0
3403;0
3404;0
3405;0
3406;0
3407;0
3408;0
3409;0
3410;0
3411;0
3412;0
3413;0
3414;0
3415;136
3416;366
3417;578
3418;744
3419;711
3420;750
3421;785
3422;730
3423;567
3424;350
3425;120
3426;0
3427;0
3428;0
3429;0
3430;0
3431;0
3432;0
3433;0
3434;0
3435;0
3436;0
3437;0
3438;0
3439;134
3440;364
3441;575
3442;742
3443;847
3444;858
3445;838
3446;732
3447;565
3448;349
3449;119
3450;0
3451;0
3452;0
3453;0
3454;0
3455;0
3456;0
3457;0
3458;0
3459;0
3460;0
3461;0
3462;0
3463;129
3464;357
3465;567
3466;732
3467;836
3468;879
3469;836
3470;726
3471;561
3472;346
3473;117
3474;0
3475;0
3476;0
3477;0
3478;0
3479;0
3480;0
3481;0
3482;0
3483;0
3484;0
3485;0
3486;0
3487;128
3488;355
3489;568
3490;733
3491;843
3492;882
3493;833
3494;729
3495;559
3496;345
3497;117
3498;0
3499;0
3500;0
3501;0
3502;0
3503;0
3504;0
3505;0
3506;0
3507;0
3508;0
3509;0
3510;0
3511;124
3512;341
3513;560
3514;727
3515;836
3516;856
3517;772
3518;719
3519;552
3520;344
3521;111
3522;0
3523;0
3524;0
3525;0
3526;0
3527;0
3528;0
3529;0
3530;0
3531;0
3532;0
3533;0
3534;0
3535;123
3536;352
3537;561
3538;729
3539;833
3540;877
3541;829
3542;725
3543;560
3544;345
3545;116
3546;0
3547;0
3548;0
3549;0
3550;0
3551;0
3552;0
3553;0
3554;0
3555;0
3556;0
3557;0
3558;0
3559;122
3560;350
3561;559
3562;727
3563;831
3564;871
3565;823
3566;712
3567;546
3568;340
3569;115
3570;0
3571;0
3572;0
3573;0
3574;0
3575;0
3576;0
3577;0
3578;0
3579;0
3580;0
3581;0
3582;0
3583;129
3584;352
3585;551
3586;729
3587;834
3588;873
3589;826
3590;706
3591;539
3592;343
3593;114
3594;0
3595;0
3596;0
3597;0
3598;0
3599;0
3600;0
3601;0
3602;0
3603;0
3604;0
3605;0
3606;0
3607;127
3608;350
3609;561
3610;727
3611;818
3612;829
3613;756
3614;646
3615;442
3616;317
3617;115
3618;0
3619;0
3620;0
3621;0
3622;0
3623;0
3624;0
3625;0
3626;0
3627;0
3628;0
3629;0
3630;0
3631;131
3632;361
3633;572
3634;736
3635;842
3636;878
3637;840
3638;731
3639;562
3640;351
3641;121
3642;0
3643;0
3644;0
3645;0
3646;0
3647;0
3648;0
3649;0
3650;0
3651;0
3652;0
3653;0
3654;0
3655;130
3656;358
3657;570
3658;734
3659;845
3660;876
3661;838
3662;730
3663;564
3664;348
3665;121
3666;0
3667;0
3668;0
3669;0
3670;0
3671;0
3672;0
3673;0
3674;0
3675;0
3676;0
3677;0
3678;0
3679;130
3680;360
3681;571
3682;736
3683;843
3684;874
3685;841
3686;732
3687;563
3688;350
3689;121
3690;0
3691;0
3692;0
3693;0
3694;0
3695;0
3696;0
3697;0
3698;0
3699;0
3700;0
3701;0
3702;0
3703;128
3704;353
3705;566
3706;730
3707;837
3708;873
3709;835
3710;727
3711;562
3712;348
3713;119
3714;0
3715;0
3716;0
3717;0
3718;0
3719;0
3720;0
3721;0
3722;0
3723;0
3724;0
3725;0
3726;0
3727;120
3728;347
3729;556
3730;709
3731;826
3732;862
3733;829
3734;726
3735;556
3736;346
3737;119
3738;0
3739;0
3740;0
3741;0
3742;0
3743;0
3744;0
3745;0
3746;0
3747;0
3748;0
3749;0
3750;0
3751;125
3752;349
3753;560
3754;727
3755;833
3756;870
3757;833
3758;725
3759;558
3760;345
3761;119
3762;0
3763;0
3764;0
3765;0
3766;0
3767;0
3768;0
3769;0
3770;0
3771;0
3772;0
3773;0
3774;0
3775;113
3776;344
3777;555
3778;721
3779;827
3780;854
3781;813
3782;713
3783;548
3784;321
3785;112
3786;0
3787;0
3788;0
3789;0
3790;0
3791;0
3792;0
3793;0
3794;0
3795;0
3796;0
3797;0
3798;0
3799;116
3800;337
3801;541
3802;688
3803;767
3804;541
3805;572
3806;625
3807;493
3808;337
3809;118
3810;0
3811;0
3812;0
3813;0
3814;0
3815;0
3816;0
3817;0
3818;0
3819;0
3820;0
3821;0
3822;0
3823;116
3824;341
3825;546
3826;714
3827;801
3828;818
3829;793
3830;715
3831;557
3832;345
3833;120
3834;0
3835;0
3836;0
3837;0
3838;0
3839;0
3840;0
3841;0
3842;0
3843;0
3844;0
3845;0
3846;0
3847;113
3848;338
3849;551
3850;716
3851;823
3852;845
3853;679
3854;651
3855;523
3856;300
3857;83
3858;0
3859;0
3860;0
3861;0
3862;0
3863;0
3864;0
3865;0
3866;0
3867;0
3868;0
3869;0
3870;0
3871;119
3872;344
3873;558
3874;719
3875;826
3876;722
3877;539
3878;545
3879;302
3880;345
3881;121
3882;0
3883;0
3884;0
3885;0
3886;0
3887;0
3888;0
3889;0
3890;0
3891;0
3892;0
3893;0
3894;0
3895;118
3896;345
3897;557
3898;718
3899;820
3900;773
3901;696
3902;655
3903;332
3904;285
3905;111
3906;0
3907;0
3908;0
3909;0
3910;0
3911;0
3912;0
3913;0
3914;0
3915;0
3916;0
3917;0
3918;0
3919;114
3920;340
3921;549
3922;716
3923;824
3924;852
3925;767
3926;689
3927;547
3928;346
3929;122
3930;0
3931;0
3932;0
3933;0
3934;0
3935;0
3936;0
3937;0
3938;0
3939;0
3940;0
3941;0
3942;0
3943;114
3944;340
3945;551
3946;715
3947;822
3948;860
3949;825
3950;721
3951;556
3952;346
3953;122
3954;0
3955;0
3956;0
3957;0
3958;0
3959;0
3960;0
3961;0
3962;0
3963;0
3964;0
3965;0
3966;0
3967;65
3968;254
3969;529
3970;702
3971;813
3972;850
3973;825
3974;721
3975;553
3976;346
3977;124
3978;0
3979;0
3980;0
3981;0
3982;0
3983;0
3984;0
3985;0
3986;0
3987;0
3988;0
3989;0
3990;0
3991;103
3992;318
3993;531
3994;701
3995;812
3996;850
3997;825
3998;721
3999;556
4000;349
4001;123
4002;0
4003;0
4004;0
4005;0
4006;0
4007;0
4008;0
4009;0
4010;0
4011;0
4012;0
4013;0
4014;0
4015;100
4016;317
4017;530
4018;700
4019;811
4020;854
4021;824
4022;720
4023;557
4024;349
4025;124
4026;0
4027;0
4028;0
4029;0
4030;0
4031;0
4032;0
4033;0
4034;0
4035;0
4036;0
4037;0
4038;0
4039;105
4040;328
4041;538
4042;707
4043;815
4044;853
4045;824
4046;721
4047;557
4048;348
4049;124
4050;0
4051;0
4052;0
4053;0
4054;0
4055;0
4056;0
4057;0
4058;0
4059;0
4060;0
4061;0
4062;0
4063;102
4064;324
4065;537
4066;702
4067;814
4068;853
4069;819
4070;717
4071;554
4072;346
4073;122
4074;0
4075;0
4076;0
4077;0
4078;0
4079;0
4080;0
4081;0
4082;0
4083;0
4084;0
4085;0
4086;0
4087;103
4088;328
4089;536
4090;701
4091;813
4092;852
4093;819
4094;717
4095;555
4096;349
4097;125
4098;0
4099;0
4100;0
4101;0
4102;0
4103;0
4104;0
4105;0
4106;0
4107;0
4108;0
4109;0
4110;0
4111;107
4112;331
4113;544
4114;708
4115;817
4116;848
4117;810
4118;658
4119;546
4120;348
4121;129
4122;0
4123;0
4124;0
4125;0
4126;0
4127;0
4128;0
4129;0
4130;0
4131;0
4132;0
4133;0
4134;0
4135;101
4136;245
4137;387
4138;538
4139;723
4140;744
4141;703
4142;435
4143;458
4144;306
4145;128
4146;0
4147;0
4148;0
4149;0
4150;0
4151;0
4152;0
4153;0
4154;0
4155;0
4156;0
4157;0
4158;0
4159;107
4160;238
4161;530
4162;618
4163;772
4164;670
4165;439
4166;655
4167;526
4168;345
4169;127
4170;0
4171;0
4172;0
4173;0
4174;0
4175;0
4176;0
4177;0
4178;0
4179;0
4180;0
4181;0
4182;0
4183;104
4184;325
4185;538
4186;703
4187;803
4188;838
4189;788
4190;608
4191;539
4192;296
4193;130
4194;0
4195;0
4196;0
4197;0
4198;0
4199;0
4200;0
4201;0
4202;0
4203;0
4204;0
4205;0
4206;0
4207;104
4208;329
4209;541
4210;706
4211;816
4212;857
4213;825
4214;719
4215;561
4216;355
4217;131
4218;0
4219;0
4220;0
4221;0
4222;0
4223;0
4224;0
4225;0
4226;0
4227;0
4228;0
4229;0
4230;0
4231;105
4232;329
4233;540
4234;706
4235;816
4236;857
4237;825
4238;720
4239;559
4240;356
4241;131
4242;0
4243;0
4244;0
4245;0
4246;0
4247;0
4248;0
4249;0
4250;0
4251;0
4252;0
4253;0
4254;0
4255;97
4256;319
4257;534
4258;698
4259;812
4260;853
4261;826
4262;721
4263;560
4264;351
4265;127
4266;0
4267;0
4268;0
4269;0
4270;0
4271;0
4272;0
4273;0
4274;0
4275;0
4276;0
4277;0
4278;0
4279;95
4280;315
4281;528
4282;694
4283;803
4284;848
4285;700
4286;516
4287;533
4288;328
4289;128
4290;0
4291;0
4292;0
4293;0
4294;0
4295;0
4296;0
4297;0
4298;0
4299;0
4300;0
4301;0
4302;0
4303;91
4304;309
4305;521
4306;694
4307;807
4308;849
4309;764
4310;671
4311;556
4312;355
4313;132
4314;0
4315;0
4316;0
4317;0
4318;0
4319;0
4320;0
4321;0
4322;0
4323;0
4324;0
4325;0
4326;0
4327;96
4328;321
4329;533
4330;702
4331;812
4332;798
4333;787
4334;699
4335;445
4336;358
4337;135
4338;0
4339;0
4340;0
4341;0
4342;0
4343;0
4344;0
4345;0
4346;0
4347;0
4348;0
4349;0
4350;0
4351;98
4352;329
4353;537
4354;707
4355;818
4356;860
4357;825
4358;725
4359;571
4360;366
4361;137
4362;0
4363;0
4364;0
4365;0
4366;0
4367;0
4368;0
4369;0
4370;0
4371;0
4372;0
4373;0
4374;0
4375;104
4376;331
4377;542
4378;711
4379;816
4380;858
4381;823
4382;731
4383;563
4384;346
4385;135
4386;0
4387;0
4388;0
4389;0
4390;0
4391;0
4392;0
4393;0
4394;0
4395;0
4396;0
4397;0
4398;0
4399;95
4400;320
4401;536
4402;708
4403;821
4404;864
4405;833
4406;733
4407;573
4408;363
4409;138
4410;0
4411;0
4412;0
4413;0
4414;0
4415;0
4416;0
4417;0
4418;0
4419;0
4420;0
4421;0
4422;0
4423;97
4424;322
4425;539
4426;708
4427;821
4428;865
4429;835
4430;734
4431;575
4432;366
4433;138
4434;0
4435;0
4436;0
4437;0
4438;0
4439;0
4440;0
4441;0
4442;0
4443;0
4444;0
4445;0
4446;0
4447;100
4448;328
4449;545
4450;712
4451;826
4452;870
4453;836
4454;735
4455;573
4456;368
4457;141
4458;0
4459;0
4460;0
4461;0
4462;0
4463;0
4464;0
4465;0
4466;0
4467;0
4468;0
4469;0
4470;0
4471;100
4472;328
4473;545
4474;717
4475;827
4476;871
4477;837
4478;736
4479;574
4480;369
4481;142
4482;0
4483;0
4484;0
4485;0
4486;0
4487;0
4488;0
4489;0
4490;0
4491;0
4492;0
4493;0
4494;0
4495;101
4496;328
4497;546
4498;717
4499;828
4500;872
4501;838
4502;738
4503;579
4504;370
4505;142
4506;0
4507;0
4508;0
4509;0
4510;0
4511;0
4512;0
4513;0
4514;0
4515;0
4516;0
4517;0
4518;0
4519;99
4520;328
4521;546
4522;718
4523;829
4524;869
4525;840
4526;739
4527;580
4528;370
4529;142
4530;0
4531;0
4532;0
4533;0
4534;0
4535;0
4536;0
4537;0
4538;0
4539;0
4540;0
4541;0
4542;0
4543;102
4544;330
4545;546
4546;719
4547;830
4548;875
4549;841
4550;741
4551;582
4552;371
4553;146
4554;0
4555;0
4556;0
4557;0
4558;0
4559;0
4560;0
4561;0
4562;0
4563;0
4564;0
4565;0
4566;0
4567;99
4568;329
4569;547
4570;716
4571;827
4572;872
4573;843
4574;739
4575;580
4576;373
4577;145
4578;0
4579;0
4580;0
4581;0
4582;0
4583;0
4584;0
4585;0
4586;0
4587;0
4588;0
4589;0
4590;0
4591;95
4592;322
4593;542
4594;717
4595;828
4596;873
4597;840
4598;740
4599;582
4600;374
4601;146
4602;0
4603;0
4604;0
4605;0
4606;0
4607;0
4608;0
4609;0
4610;0
4611;0
4612;0
4613;0
4614;0
4615;92
4616;317
4617;537
4618;710
4619;829
4620;875
4621;842
4622;742
4623;584
4624;376
4625;147
4626;0
4627;0
4628;0
4629;0
4630;0
4631;0
4632;0
4633;0
4634;0
4635;0
4636;0
4637;0
4638;0
4639;92
4640;317
4641;540
4642;715
4643;831
4644;876
4645;848
4646;748
4647;585
4648;379
4649;151
4650;0
4651;0
4652;0
4653;0
4654;0
4655;0
4656;0
4657;0
4658;0
4659;0
4660;0
4661;0
4662;0
4663;96
4664;325
4665;544
4666;720
4667;832
4668;878
4669;850
4670;750
4671;587
4672;379
4673;149
4674;0
4675;0
4676;0
4677;0
4678;0
4679;0
4680;0
4681;0
4682;0
4683;0
4684;0
4685;0
4686;0
4687;94
4688;318
4689;539
4690;714
4691;829
4692;875
4693;847
4694;751
4695;589
4696;378
4697;151
4698;0
4699;0
4700;0
4701;0
4702;0
4703;0
4704;0
4705;0
4706;0
4707;0
4708;0
4709;0
4710;0
4711;91
4712;317
4713;537
4714;715
4715;831
4716;877
4717;849
4718;749
4719;588
4720;380
4721;151
4722;0
4723;0
4724;0
4725;0
4726;0
4727;0
4728;0
4729;0
4730;0
4731;0
4732;0
4733;0
4734;0
4735;90
4736;309
4737;532
4738;708
4739;828
4740;874
4741;851
4742;751
4743;589
4744;381
4745;152
4746;0
4747;0
4748;0
4749;0
4750;0
4751;0
4752;0
4753;0
4754;0
4755;0
4756;0
4757;0
4758;0
4759;90
4760;315
4761;539
4762;714
4763;830
4764;846
4765;811
4766;695
4767;568
4768;339
4769;153
4770;0
4771;0
4772;0
4773;0
4774;0
4775;0
4776;0
4777;0
4778;0
4779;0
4780;0
4781;0
4782;0
4783;88
4784;312
4785;535
4786;711
4787;832
4788;878
4789;831
4790;734
4791;583
4792;380
4793;155
4794;0
4795;0
4796;0
4797;0
4798;0
4799;0
4800;0
4801;0
4802;0
4803;0
4804;0
4805;0
4806;0
4807;93
4808;313
4809;542
4810;717
4811;833
4812;880
4813;852
4814;757
4815;595
4816;384
4817;157
4818;0
4819;0
4820;0
4821;0
4822;0
4823;0
4824;0
4825;0
4826;0
4827;0
4828;0
4829;0
4830;0
4831;91
4832;309
4833;534
4834;715
4835;831
4836;882
4837;859
4838;760
4839;597
4840;386
4841;154
4842;0
4843;0
4844;0
4845;0
4846;0
4847;0
4848;0
4849;0
4850;0
4851;0
4852;0
4853;0
4854;0
4855;90
4856;304
4857;526
4858;704
4859;828
4860;879
4861;857
4862;762
4863;599
4864;390
4865;159
4866;0
4867;0
4868;0
4869;0
4870;0
4871;0
4872;0
4873;0
4874;0
4875;0
4876;0
4877;0
4878;0
4879;87
4880;300
4881;522
4882;706
4883;830
4884;882
4885;859
4886;764
4887;601
4888;370
4889;159
4890;0
4891;0
4892;0
4893;0
4894;0
4895;0
4896;0
4897;0
4898;0
4899;0
4900;0
4901;0
4902;0
4903;89
4904;310
4905;532
4906;712
4907;837
4908;889
4909;866
4910;766
4911;606
4912;393
4913;162
4914;0
4915;0
4916;0
4917;0
4918;0
4919;0
4920;0
4921;0
4922;0
4923;0
4924;0
4925;0
4926;0
4927;91
4928;309
4929;531
4930;714
4931;835
4932;886
4933;864
4934;764
4935;602
4936;390
4937;161
4938;0
4939;0
4940;0
4941;0
4942;0
4943;0
4944;0
4945;0
4946;0
4947;0
4948;0
4949;0
4950;0
4951;90
4952;305
4953;533
4954;716
4955;842
4956;894
4957;871
4958;771
4959;607
4960;392
4961;160
4962;0
4963;0
4964;0
4965;0
4966;0
4967;0
4968;0
4969;0
4970;0
4971;0
4972;0
4973;0
4974;0
4975;99
4976;328
4977;556
4978;735
4979;853
4980;896
4981;869
4982;769
4983;585
4984;354
4985;165
4986;0
4987;0
4988;0
4989;0
4990;0
4991;0
4992;0
4993;0
4994;0
4995;0
4996;0
4997;0
4998;0
4999;99
5000;337
5001;561
5002;737
5003;856
5004;904
5005;871
5006;771
5007;608
5008;397
5009;166
5010;0
5011;0
5012;0
5013;0
5014;0
5015;0
5016;0
5017;0
5018;0
5019;0
5020;0
5021;0
5022;0
5023;102
5024;337
5025;566
5026;743
5027;858
5028;906
5029;874
5030;769
5031;610
5032;399
5033;165
5034;0
5035;0
5036;0
5037;0
5038;0
5039;0
5040;0
5041;0
5042;0
5043;0
5044;0
5045;0
5046;0
5047;104
5048;335
5049;562
5050;742
5051;856
5052;904
5053;876
5054;776
5055;612
5056;400
5057;167
5058;0
5059;0
5060;0
5061;0
5062;0
5063;0
5064;0
5065;0
5066;0
5067;0
5068;0
5069;0
5070;0
5071;98
5072;323
5073;552
5074;732
5075;854
5076;902
5077;874
5078;774
5079;614
5080;397
5081;164
5082;0
5083;0
5084;0
5085;0
5086;0
5087;0
5088;0
5089;0
5090;0
5091;0
5092;0
5093;0
5094;0
5095;105
5096;339
5097;569
5098;750
5099;868
5100;917
5101;888
5102;781
5103;617
5104;401
5105;164
5106;0
5107;0
5108;0
5109;0
5110;0
5111;0
5112;0
5113;0
5114;0
5115;0
5116;0
5117;0
5118;0
5119;108
5120;342
5121;571
5122;753
5123;833
5124;810
5125;867
5126;779
5127;606
5128;396
5129;165
5130;0
5131;0
5132;0
5133;0
5134;0
5135;0
5136;0
5137;0
5138;0
5139;0
5140;0
5141;0
5142;0
5143;105
5144;339
5145;568
5146;747
5147;869
5148;908
5149;855
5150;777
5151;618
5152;406
5153;166
5154;0
5155;0
5156;0
5157;0
5158;0
5159;0
5160;0
5161;0
5162;0
5163;0
5164;0
5165;0
5166;0
5167;108
5168;344
5169;573
5170;754
5171;877
5172;916
5173;878
5174;707
5175;586
5176;368
5177;173
5178;0
5179;0
5180;0
5181;0
5182;0
5183;0
5184;0
5185;0
5186;0
5187;0
5188;0
5189;0
5190;0
5191;111
5192;348
5193;579
5194;761
5195;880
5196;929
5197;900
5198;791
5199;625
5200;411
5201;167
5202;0
5203;0
5204;0
5205;0
5206;0
5207;0
5208;0
5209;0
5210;0
5211;0
5212;0
5213;0
5214;0
5215;107
5216;343
5217;575
5218;764
5219;883
5220;932
5221;898
5222;789
5223;627
5224;409
5225;172
5226;0
5227;0
5228;0
5229;0
5230;0
5231;0
5232;0
5233;0
5234;0
5235;0
5236;0
5237;0
5238;0
5239;110
5240;343
5241;575
5242;763
5243;881
5244;930
5245;900
5246;792
5247;626
5248;410
5249;171
5250;0
5251;0
5252;0
5253;0
5254;0
5255;0
5256;0
5257;0
5258;0
5259;0
5260;0
5261;0
5262;0
5263;114
5264;351
5265;581
5266;766
5267;879
5268;933
5269;903
5270;798
5271;628
5272;410
5273;173
5274;0
5275;0
5276;0
5277;0
5278;0
5279;0
5280;0
5281;0
5282;0
5283;0
5284;0
5285;0
5286;0
5287;111
5288;348
5289;577
5290;761
5291;882
5292;926
5293;901
5294;796
5295;630
5296;411
5297;170
5298;0
5299;0
5300;0
5301;0
5302;0
5303;0
5304;0
5305;0
5306;0
5307;0
5308;0
5309;0
5310;0
5311;103
5312;332
5313;570
5314;755
5315;881
5316;934
5317;909
5318;803
5319;628
5320;408
5321;170
5322;0
5323;0
5324;0
5325;0
5326;0
5327;0
5328;0
5329;0
5330;0
5331;0
5332;0
5333;0
5334;0
5335;108
5336;350
5337;586
5338;721
5339;617
5340;473
5341;399
5342;207
5343;592
5344;163
5345;169
5346;0
5347;0
5348;0
5349;0
5350;0
5351;0
5352;0
5353;0
5354;0
5355;0
5356;0
5357;0
5358;0
5359;30
5360;68
5361;94
5362;199
5363;273
5364;424
5365;347
5366;362
5367;535
5368;402
5369;166
5370;0
5371;0
5372;0
5373;0
5374;0
5375;0
5376;0
5377;0
5378;0
5379;0
5380;0
5381;0
5382;0
5383;123
5384;359
5385;589
5386;739
5387;876
5388;938
5389;908
5390;798
5391;634
5392;414
5393;177
5394;0
5395;0
5396;0
5397;0
5398;0
5399;0
5400;0
5401;0
5402;0
5403;0
5404;0
5405;0
5406;0
5407;127
5408;368
5409;598
5410;781
5411;903
5412;946
5413;916
5414;804
5415;636
5416;418
5417;175
5418;0
5419;0
5420;0
5421;0
5422;0
5423;0
5424;0
5425;0
5426;0
5427;0
5428;0
5429;0
5430;0
5431;130
5432;372
5433;601
5434;784
5435;902
5436;950
5437;913
5438;802
5439;635
5440;417
5441;173
5442;0
5443;0
5444;0
5445;0
5446;0
5447;0
5448;0
5449;0
5450;0
5451;0
5452;0
5453;0
5454;0
5455;126
5456;365
5457;604
5458;787
5459;905
5460;948
5461;916
5462;805
5463;633
5464;418
5465;175
5466;0
5467;0
5468;0
5469;0
5470;0
5471;0
5472;0
5473;0
5474;0
5475;0
5476;0
5477;0
5478;0
5479;127
5480;368
5481;604
5482;786
5483;904
5484;946
5485;919
5486;812
5487;635
5488;408
5489;174
5490;0
5491;0
5492;0
5493;0
5494;0
5495;0
5496;0
5497;0
5498;0
5499;0
5500;0
5501;0
5502;0
5503;124
5504;362
5505;598
5506;785
5507;912
5508;949
5509;922
5510;814
5511;637
5512;421
5513;177
5514;0
5515;0
5516;0
5517;0
5518;0
5519;0
5520;0
5521;0
5522;0
5523;0
5524;0
5525;0
5526;0
5527;129
5528;369
5529;604
5530;789
5531;915
5532;962
5533;925
5534;812
5535;642
5536;420
5537;177
5538;0
5539;0
5540;0
5541;0
5542;0
5543;0
5544;0
5545;0
5546;0
5547;0
5548;0
5549;0
5550;0
5551;126
5552;368
5553;604
5554;792
5555;914
5556;960
5557;928
5558;814
5559;644
5560;416
5561;175
5562;0
5563;0
5564;0
5565;0
5566;0
5567;0
5568;0
5569;0
5570;0
5571;0
5572;0
5573;0
5574;0
5575;116
5576;352
5577;597
5578;783
5579;907
5580;958
5581;931
5582;821
5583;642
5584;415
5585;177
5586;0
5587;0
5588;0
5589;0
5590;0
5591;0
5592;0
5593;0
5594;0
5595;0
5596;0
5597;0
5598;0
5599;119
5600;355
5601;597
5602;786
5603;911
5604;962
5605;928
5606;819
5607;644
5608;421
5609;180
5610;0
5611;0
5612;0
5613;0
5614;0
5615;0
5616;0
5617;0
5618;0
5619;0
5620;0
5621;0
5622;0
5623;123
5624;362
5625;604
5626;794
5627;919
5628;965
5629;931
5630;816
5631;642
5632;417
5633;173
5634;0
5635;0
5636;0
5637;0
5638;0
5639;0
5640;0
5641;0
5642;0
5643;0
5644;0
5645;0
5646;0
5647;126
5648;367
5649;607
5650;793
5651;923
5652;968
5653;934
5654;823
5655;647
5656;423
5657;179
5658;0
5659;0
5660;0
5661;0
5662;0
5663;0
5664;0
5665;0
5666;0
5667;0
5668;0
5669;0
5670;0
5671;131
5672;370
5673;607
5674;792
5675;916
5676;966
5677;900
5678;816
5679;641
5680;416
5681;176
5682;0
5683;0
5684;0
5685;0
5686;0
5687;0
5688;0
5689;0
5690;0
5691;0
5692;0
5693;0
5694;0
5695;131
5696;373
5697;617
5698;804
5699;924
5700;974
5701;934
5702;777
5703;517
5704;410
5705;176
5706;0
5707;0
5708;0
5709;0
5710;0
5711;0
5712;0
5713;0
5714;0
5715;0
5716;0
5717;0
5718;0
5719;138
5720;380
5721;617
5722;808
5723;933
5724;972
5725;937
5726;825
5727;648
5728;418
5729;170
5730;0
5731;0
5732;0
5733;0
5734;0
5735;0
5736;0
5737;0
5738;0
5739;0
5740;0
5741;0
5742;0
5743;133
5744;359
5745;603
5746;798
5747;926
5748;975
5749;945
5750;827
5751;646
5752;426
5753;142
5754;0
5755;0
5756;0
5757;0
5758;0
5759;0
5760;0
5761;0
5762;0
5763;0
5764;0
5765;0
5766;0
5767;138
5768;380
5769;621
5770;811
5771;929
5772;978
5773;947
5774;829
5775;654
5776;429
5777;182
5778;0
5779;0
5780;0
5781;0
